,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
32471,WdcqCvD9/,WdcqCvD960,60,63,"Goal!  Rennes 2, Lorient 0. Jonathan Pitroipa (Rennes) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Stade Rennes,Lorient,jonathan pitroipa,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
32705,OEb8JgAt/,OEb8JgAt99,99,90,"Goal!  Athletic de Bilbao 3, Osasuna 1. Javad Nekounam (Osasuna) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Osasuna,Athletic Bilbao,javad nekounam,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
33122,0npZ4azT/,0npZ4azT66,66,60,"Goal!  FC Nurnberg 1, Stuttgart 1. Zdravko Kuzmanovic (Stuttgart) converts the penalty with a right footed shot to the bottom right corner.",1,,2,VfB Stuttgart,Nurnberg,zdravko kuzmanovic,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
33240,2eW00Jrp/,2eW00Jrp79,79,77,"Penalty saved! Christian Tiffert (Kaiserslautern) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Kaiserslautern,SC Freiburg,christian tiffert,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
33363,2PqYDkvI/,2PqYDkvI93,93,90,"Penalty saved! Lionel Messi (Barcelona) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Barcelona,Sevilla,lionel messi,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
33791,hzAZQwS2/,hzAZQwS233,33,21,"Penalty saved! AndrA© Ayew (Marseille) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Marseille,AC Ajaccio,andre ayew,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
34808,vm4z4GKk/,vm4z4GKk84,84,82,"Goal!  Caen 1, Montpellier 3. Benjamin Nivet (Caen) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Caen,Montpellier,benjamin nivet,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
35374,AkmtCT8U/,AkmtCT8U2,2,2,"Goal!  AtlA©tico de Madrid 0, Mallorca 1. Tomer Hemed (Mallorca) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Mallorca,Atletico Madrid,tomer hemed,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
35407,AkmtCT8U/,AkmtCT8U35,35,43,"Goal!  AtlA©tico de Madrid 1, Mallorca 1. Falcao (AtlA©tico de Madrid) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Atletico Madrid,Mallorca,falcao,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
36077,lQPARlgB/,lQPARlgB124,124,88,"Goal!  Real Betis 0, Rayo Vallecano 2. Koke (Rayo Vallecano) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Rayo Vallecano,Real Betis,koke,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
36413,SG2Nw0st/,SG2Nw0st30,30,30,"Goal!  Lecce 2, Milan 0. Massimo Oddo (Lecce) converts the penalty with a right footed shot to the top left corner.",1,,1,Lecce,AC Milan,massimo oddo,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
36886,WCuV5uLM/,WCuV5uLM23,23,23,"Goal!  Hannover 1, Bayern Munich 0. Mohammed Abdellaoue (Hannover) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Hannover 96,Bayern Munich,mohammed abdellaoue,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
37851,h8HjZydB/,h8HjZydB88,88,89,"Penalty saved! GermA¡n Denis (Atalanta) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,Atalanta,Internazionale,german denis,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
38640,zX6eYeBH/,zX6eYeBH31,31,20,"Goal!  Cesena 0, Cagliari 1. NenAª (Cagliari) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,Cagliari,Cesena,nene,,,,,1.0,1,14.0,1.0,0,2.0,0
38671,zX6eYeBH/,zX6eYeBH62,62,45,"Goal!  Cesena 1, Cagliari 1. Antonio Candreva (Cesena) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Cesena,Cagliari,antonio candreva,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
38964,hhewmeQA/,hhewmeQA27,27,28,"Goal!  Palermo 1, Lecce 0. Mauricio Pinilla (Palermo) converts the penalty with a right footed shot to the top left corner.",1,,1,Palermo,Lecce,mauricio pinilla,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
39435,6Tn5L8es/,6Tn5L8es17,17,20,"Goal!  Paris Saint Germain 1, Caen 1. NenAª (Paris Saint Germain) converts the penalty with a left footed shot to the top left corner.",1,,1,Paris Saint-Germain,Caen,nene,,,,12.0,1.0,1,14.0,2.0,0,2.0,0
39514,6Tn5L8es/,6Tn5L8es96,96,76,"Goal!  Paris Saint Germain 3, Caen 1. NenAª (Paris Saint Germain) converts the penalty with a left footed shot to the top right corner.",1,,1,Paris Saint-Germain,Caen,nene,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
39862,AsV8LKK9/,AsV8LKK996,96,73,"Goal!  Schalke 2, 1899 Hoffenheim 1. Klaas-Jan Huntelaar (Schalke) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Schalke 04,TSG Hoffenheim,klaasjan huntelaar,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
39904,CbmoLwxd/,CbmoLwxd15,15,13,"Goal!  Barcelona 1, Mallorca 0. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the top right corner.",1,,1,Barcelona,Mallorca,lionel messi,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
40139,EuN4aU37/,EuN4aU3746,46,37,"Goal!  Wolfsburg 1, Hertha Berlin 2. Levan Kobiashvili (Hertha Berlin) converts the penalty with a left footed shot to the high centre of the goal.",1,,2,Hertha Berlin,VfL Wolfsburg,levan kobiashvili,,,,,1.0,1,14.0,2.0,0,2.0,0
40487,pn0duaTR/,pn0duaTR51,51,39,"Penalty saved! Marcos Senna (Villarreal) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Villarreal,Rayo Vallecano,marcos senna,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
41194,WY4wGDJ1/,WY4wGDJ185,85,71,"Goal!  Evian Thonon Gaillard 3, Auxerre 1. Dariusz Dudka (Auxerre) converts the penalty with a right footed shot to the top right corner.",1,,2,AJ Auxerre,Evian Thonon Gaillard,dariusz dudka,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
41285,z7BUHZlk/,z7BUHZlk62,62,44,"Goal!  Brest 3, Lorient 0. Bruno Grougi (Brest) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Brest,Lorient,bruno grougi,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
41710,fmjMjUW2/,fmjMjUW256,56,44,"Goal!  Lecce 1, Novara 1. Marco Rigoni (Novara) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Novara,Lecce,marco rigoni,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
41862,jDAWzJyq/,jDAWzJyq83,83,73,"Goal!  MA¡laga 2, Espanyol 1. ApoA±o (MA¡laga) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Malaga,Espanyol,apono,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
42010,K4810Al1/,K4810Al122,22,24,"Goal!  1. FC Koln 2, FC Augsburg 0. Lukas Podolski (1. FC Koln) converts the penalty with a left footed shot to the bottom right corner.",1,,1,FC Cologne,FC Augsburg,lukas podolski,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
42157,KnFzzwik/,KnFzzwik74,74,62,"Goal!  Racing 1, Real Betis 0. Christian Stuani (Racing) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Racing Santander,Real Betis,christian stuani,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
42595,QVYzwyRE/,QVYzwyRE44,44,35,"Goal!  Nice 1, Sochaux 1. Ryad Boudebouz (Sochaux) converts the penalty with a left footed shot to the bottom right corner.",1,,2,Sochaux,Nice,ryad boudebouz,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
43055,YwkQkln9/,YwkQkln947,47,35,"Penalty saved! Sebastian Giovinco (Parma) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,Parma,Cesena,sebastian giovinco,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
43193,z1IknFuH/,z1IknFuH60,60,45,"Goal!  Bologna 1, Atalanta 1. Marco Di Vaio (Bologna) converts the penalty with a right footed shot to the top left corner.",1,,1,Bologna,Atalanta,marco di vaio,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
43421,SWfx0bFm/,SWfx0bFm70,70,60,"Goal!  FSV Mainz 2, Stuttgart 1. Andreas Ivanschitz (FSV Mainz) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Mainz,VfB Stuttgart,andreas ivanschitz,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
43799,8nE55KiQ/,8nE55KiQ73,73,54,"Goal!  SV Werder Bremen 2, 1. FC Koln 2. Claudio Pizarro (SV Werder Bremen) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Werder Bremen,FC Cologne,claudio pizarro,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
43954,AuIlaIUg/,AuIlaIUg108,108,90,"Goal!  FC Nurnberg 1, SC Freiburg 2. Papiss Demba Cisse (SC Freiburg) converts the penalty with a right footed shot to the bottom left corner.",1,,2,SC Freiburg,Nurnberg,papiss demba cisse,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
45176,AJYrgIcR/,AJYrgIcR65,65,54,"Goal!  Real Madrid 4, Osasuna 1. Cristiano Ronaldo (Real Madrid) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Real Madrid,Osasuna,cristiano ronaldo,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
45588,drkAMGrP/,drkAMGrP88,88,90,"Goal!  Marseille 2, Nice 0. LoA¯c Remy (Marseille) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Marseille,Nice,loic remy,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
46201,jHIsevTE/,jHIsevTE40,40,30,"Goal!  Getafe 0, AtlA©tico de Madrid 1. Falcao (AtlA©tico de Madrid) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Atletico Madrid,Getafe,falcao,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
46277,jHIsevTE/,jHIsevTE116,116,83,"Goal!  Getafe 3, AtlA©tico de Madrid 2. Diego Castro (Getafe) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Getafe,Atletico Madrid,diego castro,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
46299,jNFAmGs8/,jNFAmGs812,12,7,"Goal!  Milan 1, Catania 0. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,1,AC Milan,Catania,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
46479,ltUlFYza/,ltUlFYza51,51,43,"Goal!  Sochaux 2, Lyon 1. Ryad Boudebouz (Sochaux) converts the penalty with a left footed shot to the top right corner.",1,,1,Sochaux,Lyon,ryad boudebouz,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
46849,SbLAlx6r/,SbLAlx6r20,20,12,"Goal!  Rayo Vallecano 1, Real Sociedad 0. Piti (Rayo Vallecano) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Rayo Vallecano,Real Sociedad,piti,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
47209,lAuqTi5b/,lAuqTi5b75,75,52,"Penalty saved! Moussa Sow (Lille) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Lille,Toulouse,moussa sow,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
48081,hrnzVDzn/,hrnzVDzn28,28,24,"Goal!  Nice 0, St Etienne 1. Florent Sinama-Pongolle (St Etienne) converts the penalty with a right footed shot to the bottom left corner.",1,,2,St Etienne,Nice,florent sinamapongolle,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
48158,MwpEBjzO/,MwpEBjzO3,3,2,"Goal!  Evian Thonon Gaillard 1, Lorient 0. Yannick Sagbo (Evian Thonon Gaillard) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Evian Thonon Gaillard,Lorient,yannick sagbo,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
49008,Wli1Ehj5/,Wli1Ehj568,68,52,"Goal!  Ajaccio 1, Caen 0. Ilan (Ajaccio) converts the penalty with a right footed shot to the top right corner.",1,,1,AC Ajaccio,Caen,ilan,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
49273,0Oe5DC5B/,0Oe5DC5B81,81,68,"Goal!  Brest 1, Sochaux 0. Bruno Grougi (Brest) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Brest,Sochaux,bruno grougi,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
49807,GxZZiBJm/,GxZZiBJm14,14,15,"Goal!  Siena 0, Atalanta 1. German Denis (Atalanta) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Atalanta,Siena,german denis,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
49845,GxZZiBJm/,GxZZiBJm52,52,44,"Goal!  Siena 1, Atalanta 1. Gaetano D'Agostino (Siena) converts the penalty with a left footed shot to the top right corner.",1,,1,Siena,Atalanta,gaetano dagostino,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
49942,hzM5vC4f/,hzM5vC4f45,45,45,"Goal!  Catania 0, Chievo 1. Sergio Pellissier (Chievo) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Chievo Verona,Catania,sergio pellissier,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
49969,hzM5vC4f/,hzM5vC4f72,72,68,"Penalty saved! Francesco Lodi (Catania) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Catania,Chievo Verona,francesco lodi,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
50657,pfr4cXeQ/,pfr4cXeQ86,86,76,"Goal!  Parma 2, Udinese 0. Sebastian Giovinco (Parma) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Parma,Udinese,sebastian giovinco,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
51718,j7wUMhDB/,j7wUMhDB3,3,5,"Penalty saved! Levan Kobiashvili (Hertha Berlin) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Hertha Berlin,Bayer Leverkusen,levan kobiashvili,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
51845,KhAeigSt/,KhAeigSt24,24,24,"Goal!  Real Madrid 1, AtlA©tico de Madrid 1. Cristiano Ronaldo (Real Madrid) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Real Madrid,Atletico Madrid,cristiano ronaldo,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
51914,KhAeigSt/,KhAeigSt93,93,82,"Goal!  Real Madrid 4, AtlA©tico de Madrid 1. Cristiano Ronaldo (Real Madrid) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Real Madrid,Atletico Madrid,cristiano ronaldo,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
52446,OEbUrX4o/,OEbUrX4o22,22,25,"Goal!  Nancy 0, Dijon 1. Eric Bautheac (Dijon) converts the penalty with a left footed shot to the high centre of the goal.",1,,2,Dijon FCO,AS Nancy Lorraine,eric bautheac,,,,,1.0,1,14.0,2.0,0,2.0,0
52951,xI2YsiKi/,xI2YsiKi99,99,87,"Goal!  Rennes 3, Evian Thonon Gaillard 2. Julien FA©ret (Rennes) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Stade Rennes,Evian Thonon Gaillard,julien feret,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
53529,ARzGliCa/,ARzGliCa32,32,23,"Penalty missed! Bad penalty by Antoine Griezmann (Real Sociedad) left footed shot is close, but misses to the right. Antoine Griezmann should be disappointed.",1,,2,Real Sociedad,Real Betis,antoine griezmann,,,,9.0,2.0,0,14.0,2.0,0,2.0,0
53780,fDkek936/,fDkek93670,70,70,"Goal!  Cesena 1, Genoa 0. Adrian Mutu (Cesena) converts the penalty with a right footed shot to the high centre of the goal.",1,,1,Cesena,Genoa,adrian mutu,,,,,1.0,1,14.0,1.0,0,2.0,0
53926,GMjijkl0/,GMjijkl0116,116,81,"Goal!  Cagliari 1, Bologna 1. Daniele Conti (Cagliari) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Cagliari,Bologna,daniele conti,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
54015,GrABOTJT/,GrABOTJT66,66,63,"Goal!  Lorient 1, Nice 0. Arnold Mvuemba (Lorient) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Lorient,Nice,arnold mvuemba,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
54088,hOwmZVRI/,hOwmZVRI30,30,23,"Goal!  Real Zaragoza 0, FC Sevilla 1. Alvaro Negredo (FC Sevilla) converts the penalty with a left footed shot to the bottom right corner.",1,,2,Sevilla,Real Zaragoza,alvaro negredo,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
54230,hrAgCWAJ/,hrAgCWAJ41,41,44,"Goal!  Milan 4, Chievo 0. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the top right corner.",1,,1,AC Milan,Chievo Verona,zlatan ibrahimovic,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
55128,2cJEnzcE/,2cJEnzcE18,18,16,Penalty missed! Bad penalty by Marek Hamsik (Napoli) right footed shot is just a bit too high. Marek Hamsik should be disappointed.,1,,1,Napoli,Juventus,marek hamsik,,,,1.0,2.0,0,14.0,1.0,0,2.0,0
55365,hjfJqvXp/,hjfJqvXp61,61,56,"Goal!  Genoa 0, Milan 1. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,,1.0,1,14.0,1.0,0,2.0,0
55435,MgbYX6dp/,MgbYX6dp30,30,23,"Goal!  Caen 1, Marseille 1. Pierre-Alain Frau (Caen) converts the penalty with a right footed shot to the top right corner.",1,,1,Caen,Marseille,pierrealain frau,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
55750,230aj4m4/,230aj4m412,12,6,"Goal!  Valencia 1, Espanyol 0. Tino Costa (Valencia) converts the penalty with a left footed shot to the top right corner.",1,,1,Valencia,Espanyol,tino costa,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
56054,AB698N9o/,AB698N9o93,93,86,"Penalty saved! Antonio Di Natale (Udinese) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Udinese,Internazionale,antonio di natale,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
56060,AB698N9o/,AB698N9o99,99,89,Penalty missed! Bad penalty by Giampaolo Pazzini (Inter Milan) right footed shot is too high. Giampaolo Pazzini should be disappointed.,1,,1,Internazionale,Udinese,giampaolo pazzini,,,,10.0,2.0,0,14.0,1.0,0,2.0,0
56152,AFIcv9JG/,AFIcv9JG84,84,80,"Goal!  Ajaccio 2, Lille 3. Eden Hazard (Lille) converts the penalty with a right footed shot to the centre of the goal.",1,,2,Lille,AC Ajaccio,eden hazard,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
56779,hIESeAli/,hIESeAli85,85,85,"Goal!  Evian Thonon Gaillard 2, Valenciennes 1. GaA«l Danic (Valenciennes) converts the penalty with a left footed shot to the centre of the goal.",1,,2,Valenciennes,Evian Thonon Gaillard,gael danic,,,,5.0,1.0,1,14.0,2.0,0,2.0,0
56986,lnNByhS4/,lnNByhS480,80,70,"Goal!  Wolfsburg 2, FSV Mainz 1. Andreas Ivanschitz (FSV Mainz) converts the penalty with a left footed shot to the bottom right corner.",1,,2,Mainz,VfL Wolfsburg,andreas ivanschitz,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
57111,nZWxLWsO/,nZWxLWsO98,98,69,"Goal!  Bayern Munich 2, SV Werder Bremen 1. Arjen Robben (Bayern Munich) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Bayern Munich,Werder Bremen,arjen robben,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
57129,nZWxLWsO/,nZWxLWsO116,116,83,"Goal!  Bayern Munich 4, SV Werder Bremen 1. Arjen Robben (Bayern Munich) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Bayern Munich,Werder Bremen,arjen robben,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
57253,Sz7ug8Y9/,Sz7ug8Y918,18,15,"Goal!  Nice 1, Rennes 0. FabiA¡n MonzA³n (Nice) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Nice,Stade Rennes,fabian monzon,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
58354,Mc6qhSmG/,Mc6qhSmG91,91,81,"Goal!  Paris Saint Germain 3, Auxerre 1. NenAª (Paris Saint Germain) converts the penalty with a left footed shot to the centre of the goal.",1,,1,Paris Saint-Germain,AJ Auxerre,nene,,,,5.0,1.0,1,14.0,2.0,0,2.0,0
58578,OEAD7sPi/,OEAD7sPi90,90,83,"Goal!  Juventus 2, Cesena 0. Arturo Vidal (Juventus) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Juventus,Cesena,arturo vidal,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
58845,W8DWfU3c/,W8DWfU3c77,77,66,"Goal!  Lyon 3, Toulouse 0. Lisandro (Lyon) converts the penalty with a right footed shot to the top right corner.",1,,1,Lyon,Toulouse,lisandro,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
58855,W8DWfU3c/,W8DWfU3c87,87,75,"Goal!  Lyon 3, Toulouse 2. Moussa Sissoko (Toulouse) converts the penalty with a right footed shot to the centre of the goal.",1,,2,Toulouse,Lyon,moussa sissoko,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
59166,6ZyWozj1/,6ZyWozj180,80,67,"Goal!  Granada CF 2, Mallorca 2. Tommer Hemed (Mallorca) converts the penalty with a right footed shot to the centre of the goal.",1,,2,Mallorca,Granada,tommer hemed,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
60140,ns5HdHGj/,ns5HdHGj7,7,12,"Goal!  Lecce 1, Lazio 0. David Di Michele (Lecce) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Lecce,Lazio,david di michele,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
61267,2uhLz0Ir/,2uhLz0Ir36,36,45,Penalty missed! Bad penalty by FabiA¡n MonzA³n (Nice) left footed shot is too high. FabiA¡n MonzA³n should be disappointed.,1,,2,Nice,AJ Auxerre,fabian monzon,,,,10.0,2.0,0,14.0,2.0,0,2.0,0
62700,vyGs3JwN/,vyGs3JwN83,83,71,"Goal!  Bologna 1, Milan 2. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the top right corner.",1,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
63035,0UAGJvO3/,0UAGJvO374,74,63,"Penalty saved! Francesco Totti (Roma) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,AS Roma,Juventus,francesco totti,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
64536,p4REWH79/,p4REWH7965,65,63,"Goal!  Milan 2, Siena 0. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,1,AC Milan,Siena,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
64596,Q9owdaPq/,Q9owdaPq24,24,22,"Goal!  Athletic de Bilbao 1, Real Zaragoza 1. Leonardo Ponzio (Real Zaragoza) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Real Zaragoza,Athletic Bilbao,leonardo ponzio,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
64717,S616pHW0/,S616pHW029,29,34,"Goal!  Brest 1, Auxerre 0. Bruno Grougi (Brest) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Brest,AJ Auxerre,bruno grougi,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
65001,vcixJMWd/,vcixJMWd101,101,85,"Goal!  FC Sevilla 1, Real Madrid 5. Cristiano Ronaldo (Real Madrid) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Real Madrid,Sevilla,cristiano ronaldo,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
65726,IHPMUexM/,IHPMUexM25,25,18,"Goal!  Parma 1, Lecce 0. Sergio Floccari (Parma) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Parma,Lecce,sergio floccari,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
66910,v5RyHx8M/,v5RyHx8M82,82,61,"Goal!  Catania 2, Palermo 0. Maxi LA³pez (Catania) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Catania,Palermo,maxi lopez,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
67689,2cRbSamh/,2cRbSamh93,93,74,"Goal!  Parma 3, Catania 2. Francesco Lodi (Catania) converts the penalty with a left footed shot to the top left corner.",1,,2,Catania,Parma,francesco lodi,,,,12.0,1.0,1,14.0,2.0,0,2.0,0
67740,6PILub0f/,6PILub0f24,24,17,"Goal!  Atalanta 1, Cesena 1. GermA¡n Denis (Atalanta) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Atalanta,Cesena,german denis,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
